"name","stayed","club","season","points","games","ef","minutes","plusminus","ppg","mpg","efpg","morethan15mpg","morethan5ppg"
"LOCKHART D",1,"EWE Baskets Oldenburg","2014/15",18,19,33,148,22,0.95,7.79,1.74,"Less than 15 minutes/game","Less than 5 points/game"
"NEUMANN P",1,"EWE Baskets Oldenburg","2014/15",184,34,242,465,2,5.41,13.68,7.12,"Less than 15 minutes/game","More than 5 points/game"
"NIEBUHR L",0,"EWE Baskets Oldenburg","2014/15",4,1,5,4,2,4,4,5,"Less than 15 minutes/game","Less than 5 points/game"
"PAULDING R",1,"EWE Baskets Oldenburg","2014/15",381,34,401,916,45,11.21,26.94,11.79,"More than 15 minutes/game","More than 5 points/game"
"SMEULDERS R",1,"EWE Baskets Oldenburg","2014/15",116,29,152,356,24,4,12.28,5.24,"Less than 15 minutes/game","Less than 5 points/game"
"STUCKEY M",0,"EWE Baskets Oldenburg","2014/15",177,32,181,528,18,5.53,16.5,5.66,"More than 15 minutes/game","More than 5 points/game"
"WARE C",0,"EWE Baskets Oldenburg","2014/15",327,25,242,654,-47,13.08,26.16,9.68,"More than 15 minutes/game","More than 5 points/game"
"WIMBERG J",0,"EWE Baskets Oldenburg","2014/15",4,3,3,14,2,1.33,4.67,1,"Less than 15 minutes/game","Less than 5 points/game"
"ZWIENER P",0,"EWE Baskets Oldenburg","2014/15",106,31,109,345,27,3.42,11.13,3.52,"Less than 15 minutes/game","Less than 5 points/game"
"BENZING R",1,"FC Bayern München","2014/15",156,24,159,424,223,6.5,17.67,6.62,"More than 15 minutes/game","More than 5 points/game"
"BRYANT J",1,"FC Bayern München","2014/15",446,33,567,707,242,13.52,21.42,17.18,"More than 15 minutes/game","More than 5 points/game"
"DJEDOVIC N",1,"FC Bayern München","2014/15",360,24,343,624,199,15,26,14.29,"More than 15 minutes/game","More than 5 points/game"
"GAVEL A",0,"FC Bayern München","2014/15",234,28,290,751,270,8.36,26.82,10.36,"More than 15 minutes/game","More than 5 points/game"
"IDBIHI Y",1,"FC Bayern München","2014/15",56,16,67,156,65,3.5,9.75,4.19,"Less than 15 minutes/game","Less than 5 points/game"
"JAGLA J",0,"FC Bayern München","2014/15",163,31,203,392,122,5.26,12.65,6.55,"Less than 15 minutes/game","More than 5 points/game"
"MAYR D",0,"FC Bayern München","2014/15",3,1,3,5,6,3,5,3,"Less than 15 minutes/game","Less than 5 points/game"
"MCCALEBB B",0,"FC Bayern München","2014/15",109,8,132,215,30,13.62,26.88,16.5,"More than 15 minutes/game","More than 5 points/game"
"MICIC V",0,"FC Bayern München","2014/15",183,24,209,395,169,7.62,16.46,8.71,"More than 15 minutes/game","More than 5 points/game"
"SAVANOVIC D",0,"FC Bayern München","2014/15",395,34,445,755,343,11.62,22.21,13.09,"More than 15 minutes/game","More than 5 points/game"
"SCHAFFARTZIK H",1,"FC Bayern München","2014/15",221,32,262,659,222,6.91,20.59,8.19,"More than 15 minutes/game","More than 5 points/game"
"STAIGER L",1,"FC Bayern München","2014/15",124,26,106,380,134,4.77,14.62,4.08,"Less than 15 minutes/game","Less than 5 points/game"
"STIMAC V",0,"FC Bayern München","2014/15",276,34,367,532,151,8.12,15.65,10.79,"More than 15 minutes/game","More than 5 points/game"
"TAYLOR B",1,"FC Bayern München","2014/15",209,22,232,529,157,9.5,24.05,10.55,"More than 15 minutes/game","More than 5 points/game"
"ZIPSER P",1,"FC Bayern München","2014/15",108,22,117,291,117,4.91,13.23,5.32,"Less than 15 minutes/game","Less than 5 points/game"
"ARMAND S",0,"FRAPORT SKYLINERS","2014/15",420,32,309,843,119,13.12,26.34,9.66,"More than 15 minutes/game","More than 5 points/game"
"BARTHEL D",1,"FRAPORT SKYLINERS","2014/15",233,26,312,666,62,8.96,25.62,12,"More than 15 minutes/game","More than 5 points/game"
"BRIGHT K",1,"FRAPORT SKYLINERS","2014/15",17,12,5,106,4,1.42,8.83,0.42,"Less than 15 minutes/game","Less than 5 points/game"
"BURTSCHI J",1,"FRAPORT SKYLINERS","2014/15",86,11,100,249,-16,7.82,22.64,9.09,"More than 15 minutes/game","More than 5 points/game"
"COBBS J",0,"FRAPORT SKYLINERS","2014/15",324,23,273,797,83,14.09,34.65,11.87,"More than 15 minutes/game","More than 5 points/game"
"DOORNEKAMP A",0,"FRAPORT SKYLINERS","2014/15",223,33,285,797,3,6.76,24.15,8.64,"More than 15 minutes/game","More than 5 points/game"
"FOSSMAN K",0,"FRAPORT SKYLINERS","2014/15",10,4,10,27,-24,2.5,6.75,2.5,"Less than 15 minutes/game","Less than 5 points/game"
"ILZHöFER S",1,"FRAPORT SKYLINERS","2014/15",15,11,15,73,-3,1.36,6.64,1.36,"Less than 15 minutes/game","Less than 5 points/game"
"KIEL N",0,"FRAPORT SKYLINERS","2014/15",0,2,1,3,-1,0,1.5,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"KLEIN K",1,"FRAPORT SKYLINERS","2014/15",107,15,112,304,-9,7.13,20.27,7.47,"More than 15 minutes/game","More than 5 points/game"
"KOIVISTO M",0,"FRAPORT SKYLINERS","2014/15",83,15,65,244,-5,5.53,16.27,4.33,"More than 15 minutes/game","More than 5 points/game"
"MERZ M",1,"FRAPORT SKYLINERS","2014/15",7,5,3,45,-2,1.4,9,0.6,"Less than 15 minutes/game","Less than 5 points/game"
"MORRISON M",0,"FRAPORT SKYLINERS","2014/15",198,28,218,391,13,7.07,13.96,7.79,"Less than 15 minutes/game","More than 5 points/game"
"OKEKE L",0,"FRAPORT SKYLINERS","2014/15",0,1,-1,3,0,0,3,-1,"Less than 15 minutes/game","Less than 5 points/game"
"OLDENBURG T",1,"FRAPORT SKYLINERS","2014/15",0,1,1,6,-2,0,6,1,"Less than 15 minutes/game","Less than 5 points/game"
"RICHTER J",1,"FRAPORT SKYLINERS","2014/15",50,22,56,152,23,2.27,6.91,2.55,"Less than 15 minutes/game","Less than 5 points/game"
"ROBERTSON Q",1,"FRAPORT SKYLINERS","2014/15",364,33,413,1110,91,11.03,33.64,12.52,"More than 15 minutes/game","More than 5 points/game"
"VOIGTMANN J",1,"FRAPORT SKYLINERS","2014/15",424,34,553,897,38,12.47,26.38,16.26,"More than 15 minutes/game","More than 5 points/game"
"ADLER M",0,"medi bayreuth","2014/15",0,1,0,2,-5,0,2,0,"Less than 15 minutes/game","Less than 5 points/game"
"BAILEY B",1,"medi bayreuth","2014/15",143,22,134,564,-7,6.5,25.64,6.09,"More than 15 minutes/game","More than 5 points/game"
"BOWMAN B",0,"medi bayreuth","2014/15",462,34,474,1017,-163,13.59,29.91,13.94,"More than 15 minutes/game","More than 5 points/game"
"BREMBLY D",0,"medi bayreuth","2014/15",245,30,260,776,-24,8.17,25.87,8.67,"More than 15 minutes/game","More than 5 points/game"
"BURRELL R",1,"medi bayreuth","2014/15",283,34,285,655,-153,8.32,19.26,8.38,"More than 15 minutes/game","More than 5 points/game"
"DURANT D",0,"medi bayreuth","2014/15",1,2,1,6,-15,0.5,3,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"FOSTER J",0,"medi bayreuth","2014/15",248,17,218,592,-126,14.59,34.82,12.82,"More than 15 minutes/game","More than 5 points/game"
"HEYDEN P",1,"medi bayreuth","2014/15",168,33,204,527,-131,5.09,15.97,6.18,"More than 15 minutes/game","More than 5 points/game"
"MCCREA J",0,"medi bayreuth","2014/15",368,25,390,607,15,14.72,24.28,15.6,"More than 15 minutes/game","More than 5 points/game"
"PALYZA L",0,"medi bayreuth","2014/15",194,32,165,573,-73,6.06,17.91,5.16,"More than 15 minutes/game","More than 5 points/game"
"SCHMITZ S",1,"medi bayreuth","2014/15",69,34,43,399,-144,2.03,11.74,1.26,"Less than 15 minutes/game","Less than 5 points/game"
"ZEIS P",1,"medi bayreuth","2014/15",19,18,22,154,-78,1.06,8.56,1.22,"Less than 15 minutes/game","Less than 5 points/game"
"BROCKMAN J",0,"MHP RIESEN Ludwigsburg","2014/15",353,29,506,800,84,12.17,27.59,17.45,"More than 15 minutes/game","More than 5 points/game"
"FLOMO P",1,"MHP RIESEN Ludwigsburg","2014/15",125,34,168,368,-7,3.68,10.82,4.94,"Less than 15 minutes/game","Less than 5 points/game"
"HUFF S",1,"MHP RIESEN Ludwigsburg","2014/15",368,34,363,782,69,10.82,23,10.68,"More than 15 minutes/game","More than 5 points/game"
"JOHNSON K",0,"MHP RIESEN Ludwigsburg","2014/15",460,32,421,1033,115,14.38,32.28,13.16,"More than 15 minutes/game","More than 5 points/game"
"KENNEDY D",0,"MHP RIESEN Ludwigsburg","2014/15",414,23,421,801,91,18,34.83,18.3,"More than 15 minutes/game","More than 5 points/game"
"KOCH T",1,"MHP RIESEN Ludwigsburg","2014/15",29,25,14,109,-48,1.16,4.36,0.56,"Less than 15 minutes/game","Less than 5 points/game"
"LITTLE J",0,"MHP RIESEN Ludwigsburg","2014/15",213,31,172,785,58,6.87,25.32,5.55,"More than 15 minutes/game","More than 5 points/game"
"MCNAUGHTON C",0,"MHP RIESEN Ludwigsburg","2014/15",51,25,53,133,-24,2.04,5.32,2.12,"Less than 15 minutes/game","Less than 5 points/game"
"STOCKTON M",1,"MHP RIESEN Ludwigsburg","2014/15",235,26,216,650,51,9.04,25,8.31,"More than 15 minutes/game","More than 5 points/game"
"WALESKOWSKI A",1,"MHP RIESEN Ludwigsburg","2014/15",234,32,254,585,-33,7.31,18.28,7.94,"More than 15 minutes/game","More than 5 points/game"
"WARECH T",0,"MHP RIESEN Ludwigsburg","2014/15",7,22,-7,52,-30,0.32,2.36,-0.32,"Less than 15 minutes/game","Less than 5 points/game"
"CLAY O",1,"Mitteldeutscher BC","2014/15",150,33,159,384,-76,4.55,11.64,4.82,"Less than 15 minutes/game","Less than 5 points/game"
"DAUBNER P",0,"Mitteldeutscher BC","2014/15",3,1,4,2,4,3,2,4,"Less than 15 minutes/game","Less than 5 points/game"
"KUHN K",0,"Mitteldeutscher BC","2014/15",36,25,52,135,-77,1.44,5.4,2.08,"Less than 15 minutes/game","Less than 5 points/game"
"LIYANAGE M",0,"Mitteldeutscher BC","2014/15",77,27,84,302,-44,2.85,11.19,3.11,"Less than 15 minutes/game","Less than 5 points/game"
"MASSENAT F",0,"Mitteldeutscher BC","2014/15",343,34,344,884,2,10.09,26,10.12,"More than 15 minutes/game","More than 5 points/game"
"PANTELIC D",1,"Mitteldeutscher BC","2014/15",301,34,489,848,21,8.85,24.94,14.38,"More than 15 minutes/game","More than 5 points/game"
"RICHARD P",0,"Mitteldeutscher BC","2014/15",431,33,410,1003,-35,13.06,30.39,12.42,"More than 15 minutes/game","More than 5 points/game"
"SCHWARZ M",1,"Mitteldeutscher BC","2014/15",186,34,167,644,-133,5.47,18.94,4.91,"More than 15 minutes/game","More than 5 points/game"
"STANDHARDINGER C",0,"Mitteldeutscher BC","2014/15",324,32,277,704,-72,10.12,22,8.66,"More than 15 minutes/game","More than 5 points/game"
"VILHJALMSSON H",0,"Mitteldeutscher BC","2014/15",332,33,269,844,-53,10.06,25.58,8.15,"More than 15 minutes/game","More than 5 points/game"
"WYRICK B",0,"Mitteldeutscher BC","2014/15",100,16,85,293,-61,6.25,18.31,5.31,"More than 15 minutes/game","More than 5 points/game"
"ZINN R",0,"Mitteldeutscher BC","2014/15",20,11,12,65,-11,1.82,5.91,1.09,"Less than 15 minutes/game","Less than 5 points/game"
"BELL D",1,"Phoenix Hagen","2014/15",495,28,457,914,-125,17.68,32.64,16.32,"More than 15 minutes/game","More than 5 points/game"
"BLECK F",1,"Phoenix Hagen","2014/15",92,29,98,383,-76,3.17,13.21,3.38,"Less than 15 minutes/game","Less than 5 points/game"
"BROWN T",0,"Phoenix Hagen","2014/15",396,33,330,871,-228,12,26.39,10,"More than 15 minutes/game","More than 5 points/game"
"GESKE N",1,"Phoenix Hagen","2014/15",159,33,153,557,-10,4.82,16.88,4.64,"More than 15 minutes/game","Less than 5 points/game"
"GORDON L",1,"Phoenix Hagen","2014/15",421,30,435,951,-50,14.03,31.7,14.5,"More than 15 minutes/game","More than 5 points/game"
"GREGORY D",1,"Phoenix Hagen","2014/15",209,21,265,559,-88,9.95,26.62,12.62,"More than 15 minutes/game","More than 5 points/game"
"GROF J",0,"Phoenix Hagen","2014/15",20,6,10,68,-6,3.33,11.33,1.67,"Less than 15 minutes/game","Less than 5 points/game"
"IGBAVBOA U",0,"Phoenix Hagen","2014/15",172,30,145,378,-14,5.73,12.6,4.83,"Less than 15 minutes/game","More than 5 points/game"
"KEßEN M",0,"Phoenix Hagen","2014/15",7,2,9,18,-13,3.5,9,4.5,"Less than 15 minutes/game","Less than 5 points/game"
"KRUME M",1,"Phoenix Hagen","2014/15",13,18,19,107,-46,0.72,5.94,1.06,"Less than 15 minutes/game","Less than 5 points/game"
"NIXON F",0,"Phoenix Hagen","2014/15",325,32,289,835,-167,10.16,26.09,9.03,"More than 15 minutes/game","More than 5 points/game"
"RAMSEY K",1,"Phoenix Hagen","2014/15",339,32,479,975,-123,10.59,30.47,14.97,"More than 15 minutes/game","More than 5 points/game"
"TOLAJ A",0,"Phoenix Hagen","2014/15",4,9,2,28,-13,0.44,3.11,0.22,"Less than 15 minutes/game","Less than 5 points/game"
"BURTON D",0,"ratiopharm ulm","2014/15",42,24,17,217,-49,1.75,9.04,0.71,"Less than 15 minutes/game","Less than 5 points/game"
"CLYBURN W",1,"ratiopharm ulm","2014/15",426,33,525,1004,-1,12.91,30.42,15.91,"More than 15 minutes/game","More than 5 points/game"
"FERNER J",0,"ratiopharm ulm","2014/15",2,4,1,13,9,0.5,3.25,0.25,"Less than 15 minutes/game","Less than 5 points/game"
"GüNTHER P",1,"ratiopharm ulm","2014/15",388,29,359,776,57,13.38,26.76,12.38,"More than 15 minutes/game","More than 5 points/game"
"HESS A",1,"ratiopharm ulm","2014/15",74,31,88,235,-29,2.39,7.58,2.84,"Less than 15 minutes/game","Less than 5 points/game"
"KLOBUCAR J",0,"ratiopharm ulm","2014/15",350,31,296,713,-6,11.29,23,9.55,"More than 15 minutes/game","More than 5 points/game"
"LEUNEN M",0,"ratiopharm ulm","2014/15",263,34,358,963,11,7.74,28.32,10.53,"More than 15 minutes/game","More than 5 points/game"
"MAIER J",1,"ratiopharm ulm","2014/15",19,10,16,42,-23,1.9,4.2,1.6,"Less than 15 minutes/game","Less than 5 points/game"
"OHLBRECHT T",0,"ratiopharm ulm","2014/15",417,32,514,699,145,13.03,21.84,16.06,"More than 15 minutes/game","More than 5 points/game"
"PHILMORE I",0,"ratiopharm ulm","2014/15",110,30,118,256,-102,3.67,8.53,3.93,"Less than 15 minutes/game","Less than 5 points/game"
"RUSH B",0,"ratiopharm ulm","2014/15",136,13,106,301,11,10.46,23.15,8.15,"More than 15 minutes/game","More than 5 points/game"
"SCHWETHELM P",1,"ratiopharm ulm","2014/15",182,34,229,607,-3,5.35,17.85,6.74,"More than 15 minutes/game","More than 5 points/game"
"VOUGIOUKAS I",0,"ratiopharm ulm","2014/15",114,10,123,159,-18,11.4,15.9,12.3,"More than 15 minutes/game","More than 5 points/game"
"ANDERSON J",1,"TBB Trier","2014/15",326,33,336,976,-210,9.88,29.58,10.18,"More than 15 minutes/game","More than 5 points/game"
"BREILING B",0,"TBB Trier","2014/15",0,3,-1,10,-1,0,3.33,-0.33,"Less than 15 minutes/game","Less than 5 points/game"
"BUCKNOR J",1,"TBB Trier","2014/15",352,33,437,851,-153,10.67,25.79,13.24,"More than 15 minutes/game","More than 5 points/game"
"CANTY A",1,"TBB Trier","2014/15",66,20,66,269,-73,3.3,13.45,3.3,"Less than 15 minutes/game","Less than 5 points/game"
"DAHLEM M",1,"TBB Trier","2014/15",0,5,0,7,5,0,1.4,0,"Less than 15 minutes/game","Less than 5 points/game"
"FRITZEN J",0,"TBB Trier","2014/15",0,4,0,2,0,0,0.5,0,"Less than 15 minutes/game","Less than 5 points/game"
"HARRIS R",0,"TBB Trier","2014/15",333,26,257,607,-79,12.81,23.35,9.88,"More than 15 minutes/game","More than 5 points/game"
"KRAMER D",0,"TBB Trier","2014/15",56,25,65,259,-9,2.24,10.36,2.6,"Less than 15 minutes/game","Less than 5 points/game"
"LUKOVIC M",0,"TBB Trier","2014/15",278,33,256,672,-94,8.42,20.36,7.76,"More than 15 minutes/game","More than 5 points/game"
"MöNNINGHOFF M",1,"TBB Trier","2014/15",203,31,191,787,-170,6.55,25.39,6.16,"More than 15 minutes/game","More than 5 points/game"
"SAMENAS L",1,"TBB Trier","2014/15",163,20,110,411,-117,8.15,20.55,5.5,"More than 15 minutes/game","More than 5 points/game"
"SCHMIDT S",1,"TBB Trier","2014/15",130,32,165,615,-181,4.06,19.22,5.16,"More than 15 minutes/game","Less than 5 points/game"
"VRABAC A",0,"TBB Trier","2014/15",202,32,106,632,-116,6.31,19.75,3.31,"More than 15 minutes/game","More than 5 points/game"
"WENZL A",1,"TBB Trier","2014/15",4,3,5,13,5,1.33,4.33,1.67,"Less than 15 minutes/game","Less than 5 points/game"
"BLASS V",1,"Telekom Baskets Bonn","2014/15",0,1,1,2,0,0,2,1,"Less than 15 minutes/game","Less than 5 points/game"
"BROOKS R",1,"Telekom Baskets Bonn","2014/15",356,34,348,828,55,10.47,24.35,10.24,"More than 15 minutes/game","More than 5 points/game"
"CALOIARO A",0,"Telekom Baskets Bonn","2014/15",420,34,464,902,111,12.35,26.53,13.65,"More than 15 minutes/game","More than 5 points/game"
"KLIMAVICIUS T",0,"Telekom Baskets Bonn","2014/15",409,32,517,800,90,12.78,25,16.16,"More than 15 minutes/game","More than 5 points/game"
"KOCH F",1,"Telekom Baskets Bonn","2014/15",95,33,75,259,-27,2.88,7.85,2.27,"Less than 15 minutes/game","Less than 5 points/game"
"LAWRENCE E",1,"Telekom Baskets Bonn","2014/15",252,34,299,828,50,7.41,24.35,8.79,"More than 15 minutes/game","More than 5 points/game"
"LODDERS R",0,"Telekom Baskets Bonn","2014/15",2,3,1,7,-11,0.67,2.33,0.33,"Less than 15 minutes/game","Less than 5 points/game"
"MäDRICH D",0,"Telekom Baskets Bonn","2014/15",281,34,310,508,-11,8.26,14.94,9.12,"Less than 15 minutes/game","More than 5 points/game"
"MANGOLD A",1,"Telekom Baskets Bonn","2014/15",126,33,168,706,58,3.82,21.39,5.09,"More than 15 minutes/game","Less than 5 points/game"
"MCCONNELL M",0,"Telekom Baskets Bonn","2014/15",298,34,327,741,114,8.76,21.79,9.62,"More than 15 minutes/game","More than 5 points/game"
"MICHEL T",1,"Telekom Baskets Bonn","2014/15",5,3,2,8,-4,1.67,2.67,0.67,"Less than 15 minutes/game","Less than 5 points/game"
"VEIKALAS B",1,"Telekom Baskets Bonn","2014/15",364,33,332,791,119,11.03,23.97,10.06,"More than 15 minutes/game","More than 5 points/game"
"VROBLICKY A",0,"Telekom Baskets Bonn","2014/15",14,2,17,30,10,7,15,8.5,"Less than 15 minutes/game","More than 5 points/game"
"WACHALSKI S",1,"Telekom Baskets Bonn","2014/15",234,34,242,532,36,6.88,15.65,7.12,"More than 15 minutes/game","More than 5 points/game"
"AGVA M",0,"WALTER Tigers Tübingen","2014/15",38,6,53,101,0,6.33,16.83,8.83,"More than 15 minutes/game","More than 5 points/game"
"ALBUS J",1,"WALTER Tigers Tübingen","2014/15",50,32,66,355,-13,1.56,11.09,2.06,"Less than 15 minutes/game","Less than 5 points/game"
"CUFFEE M",0,"WALTER Tigers Tübingen","2014/15",232,23,247,654,-107,10.09,28.43,10.74,"More than 15 minutes/game","More than 5 points/game"
"HILLER J",0,"WALTER Tigers Tübingen","2014/15",0,2,0,2,-2,0,1,0,"Less than 15 minutes/game","Less than 5 points/game"
"JöNKE T",0,"WALTER Tigers Tübingen","2014/15",87,31,83,356,-74,2.81,11.48,2.68,"Less than 15 minutes/game","Less than 5 points/game"
"KASHIROV A",1,"WALTER Tigers Tübingen","2014/15",211,33,246,489,-40,6.39,14.82,7.45,"Less than 15 minutes/game","More than 5 points/game"
"MCKINNEY J",0,"WALTER Tigers Tübingen","2014/15",265,21,233,569,-119,12.62,27.1,11.1,"More than 15 minutes/game","More than 5 points/game"
"MIHAILOVIC V",0,"WALTER Tigers Tübingen","2014/15",211,18,181,451,-51,11.72,25.06,10.06,"More than 15 minutes/game","More than 5 points/game"
"NADJFEJI A",1,"WALTER Tigers Tübingen","2014/15",266,34,250,605,-151,7.82,17.79,7.35,"More than 15 minutes/game","More than 5 points/game"
"RADOSAVLJEVIC B",1,"WALTER Tigers Tübingen","2014/15",274,34,282,530,-170,8.06,15.59,8.29,"More than 15 minutes/game","More than 5 points/game"
"RATKOVICA B",1,"WALTER Tigers Tübingen","2014/15",328,34,430,1070,-140,9.65,31.47,12.65,"More than 15 minutes/game","More than 5 points/game"
"RUBIT A",0,"WALTER Tigers Tübingen","2014/15",482,34,579,985,-21,14.18,28.97,17.03,"More than 15 minutes/game","More than 5 points/game"
"WALLACE J",1,"WALTER Tigers Tübingen","2014/15",224,22,199,499,-71,10.18,22.68,9.05,"More than 15 minutes/game","More than 5 points/game"
"AKPINAR I",1,"ALBA BERLIN","2015/16",118,30,86,314,28,3.93,10.47,2.87,"Less than 15 minutes/game","Less than 5 points/game"
"ASHLEY B",0,"ALBA BERLIN","2015/16",90,11,121,215,81,8.18,19.55,11,"More than 15 minutes/game","More than 5 points/game"
"CHERRY W",0,"ALBA BERLIN","2015/16",345,31,426,793,228,11.13,25.58,13.74,"More than 15 minutes/game","More than 5 points/game"
"GIFFEY N",1,"ALBA BERLIN","2015/16",120,18,153,355,76,6.67,19.72,8.5,"More than 15 minutes/game","More than 5 points/game"
"GLöCKNER R",0,"ALBA BERLIN","2015/16",0,3,0,5,-6,0,1.67,0,"Less than 15 minutes/game","Less than 5 points/game"
"KIKANOVIC E",0,"ALBA BERLIN","2015/16",476,34,429,853,143,14,25.09,12.62,"More than 15 minutes/game","More than 5 points/game"
"KING A",1,"ALBA BERLIN","2015/16",170,34,202,718,189,5,21.12,5.94,"More than 15 minutes/game","Less than 5 points/game"
"LIYANAGE M",0,"ALBA BERLIN","2015/16",20,15,18,37,3,1.33,2.47,1.2,"Less than 15 minutes/game","Less than 5 points/game"
"LONCAR K",0,"ALBA BERLIN","2015/16",292,31,319,574,114,9.42,18.52,10.29,"More than 15 minutes/game","More than 5 points/game"
"LOWERY R",0,"ALBA BERLIN","2015/16",101,9,111,184,38,11.22,20.44,12.33,"More than 15 minutes/game","More than 5 points/game"
"MILOSAVLJEVIC D",0,"ALBA BERLIN","2015/16",402,32,431,880,184,12.56,27.5,13.47,"More than 15 minutes/game","More than 5 points/game"
"TAYLOR J",0,"ALBA BERLIN","2015/16",370,30,376,806,174,12.33,26.87,12.53,"More than 15 minutes/game","More than 5 points/game"
"VARGAS A",1,"ALBA BERLIN","2015/16",84,33,91,468,79,2.55,14.18,2.76,"Less than 15 minutes/game","Less than 5 points/game"
"WOHLFARTH-BOTTERMANN J",1,"ALBA BERLIN","2015/16",55,23,70,196,68,2.39,8.52,3.04,"Less than 15 minutes/game","Less than 5 points/game"
"ADLER C",1,"Basketball Löwen Braunschweig","2015/16",42,23,48,154,-25,1.83,6.7,2.09,"Less than 15 minutes/game","Less than 5 points/game"
"AMAIZE R",0,"Basketball Löwen Braunschweig","2015/16",63,21,64,202,-5,3,9.62,3.05,"Less than 15 minutes/game","Less than 5 points/game"
"ANDERSON J",0,"Basketball Löwen Braunschweig","2015/16",92,12,95,276,-56,7.67,23,7.92,"More than 15 minutes/game","More than 5 points/game"
"BOGDANOV M",1,"Basketball Löwen Braunschweig","2015/16",30,24,11,138,-47,1.25,5.75,0.46,"Less than 15 minutes/game","Less than 5 points/game"
"FREASE K",0,"Basketball Löwen Braunschweig","2015/16",310,34,423,813,16,9.12,23.91,12.44,"More than 15 minutes/game","More than 5 points/game"
"GASSER J",0,"Basketball Löwen Braunschweig","2015/16",79,12,99,224,30,6.58,18.67,8.25,"More than 15 minutes/game","More than 5 points/game"
"GERTZ L",1,"Basketball Löwen Braunschweig","2015/16",48,29,67,349,-71,1.66,12.03,2.31,"Less than 15 minutes/game","Less than 5 points/game"
"GRANT K",0,"Basketball Löwen Braunschweig","2015/16",518,34,431,1084,-32,15.24,31.88,12.68,"More than 15 minutes/game","More than 5 points/game"
"NASH T",0,"Basketball Löwen Braunschweig","2015/16",370,34,490,992,-33,10.88,29.18,14.41,"More than 15 minutes/game","More than 5 points/game"
"NEEDHAM D",0,"Basketball Löwen Braunschweig","2015/16",464,31,447,936,24,14.97,30.19,14.42,"More than 15 minutes/game","More than 5 points/game"
"SIMON N",1,"Basketball Löwen Braunschweig","2015/16",191,34,167,811,-40,5.62,23.85,4.91,"More than 15 minutes/game","More than 5 points/game"
"STEVENS A",0,"Basketball Löwen Braunschweig","2015/16",266,34,323,526,-84,7.82,15.47,9.5,"More than 15 minutes/game","More than 5 points/game"
"THEIS S",1,"Basketball Löwen Braunschweig","2015/16",72,34,71,328,-10,2.12,9.65,2.09,"Less than 15 minutes/game","Less than 5 points/game"
"BOAKYE N",1,"BG Göttingen","2015/16",1,7,1,12,-6,0.14,1.71,0.14,"Less than 15 minutes/game","Less than 5 points/game"
"BOYKIN R",0,"BG Göttingen","2015/16",156,32,157,413,-202,4.88,12.91,4.91,"Less than 15 minutes/game","Less than 5 points/game"
"EL-AMIN K",1,"BG Göttingen","2015/16",210,16,229,436,-63,13.12,27.25,14.31,"More than 15 minutes/game","More than 5 points/game"
"EVERETT T",0,"BG Göttingen","2015/16",267,27,286,588,-91,9.89,21.78,10.59,"More than 15 minutes/game","More than 5 points/game"
"GODBOLD D",1,"BG Göttingen","2015/16",243,34,284,994,-197,7.15,29.24,8.35,"More than 15 minutes/game","More than 5 points/game"
"HUMMER I",0,"BG Göttingen","2015/16",228,16,247,392,-68,14.25,24.5,15.44,"More than 15 minutes/game","More than 5 points/game"
"KAMP H",1,"BG Göttingen","2015/16",518,34,542,893,-60,15.24,26.26,15.94,"More than 15 minutes/game","More than 5 points/game"
"KULAWICK R",1,"BG Göttingen","2015/16",178,34,223,610,-65,5.24,17.94,6.56,"More than 15 minutes/game","More than 5 points/game"
"MENZEL J",0,"BG Göttingen","2015/16",7,2,-6,20,-30,3.5,10,-3,"Less than 15 minutes/game","Less than 5 points/game"
"MöNNINGHOFF M",0,"BG Göttingen","2015/16",206,34,219,743,-242,6.06,21.85,6.44,"More than 15 minutes/game","More than 5 points/game"
"ONWUEGBUZIE A",1,"BG Göttingen","2015/16",16,21,13,115,-28,0.76,5.48,0.62,"Less than 15 minutes/game","Less than 5 points/game"
"SCHWARZ M",0,"BG Göttingen","2015/16",114,31,132,445,-117,3.68,14.35,4.26,"Less than 15 minutes/game","Less than 5 points/game"
"SPOHR D",1,"BG Göttingen","2015/16",185,32,192,573,-108,5.78,17.91,6,"More than 15 minutes/game","More than 5 points/game"
"HARRIS E",1,"Brose Bamberg","2015/16",204,27,226,348,108,7.56,12.89,8.37,"Less than 15 minutes/game","More than 5 points/game"
"HECKMANN P",0,"Brose Bamberg","2015/16",240,33,303,586,297,7.27,17.76,9.18,"More than 15 minutes/game","More than 5 points/game"
"IDBIHI Y",0,"Brose Bamberg","2015/16",75,26,93,217,94,2.88,8.35,3.58,"Less than 15 minutes/game","Less than 5 points/game"
"MELLI N",0,"Brose Bamberg","2015/16",309,33,424,762,290,9.36,23.09,12.85,"More than 15 minutes/game","More than 5 points/game"
"MILLER D",1,"Brose Bamberg","2015/16",302,32,372,734,369,9.44,22.94,11.62,"More than 15 minutes/game","More than 5 points/game"
"MüLLER M",0,"Brose Bamberg","2015/16",4,2,2,9,-10,2,4.5,1,"Less than 15 minutes/game","Less than 5 points/game"
"NIKOLIC A",0,"Brose Bamberg","2015/16",59,10,74,206,119,5.9,20.6,7.4,"More than 15 minutes/game","More than 5 points/game"
